article_id,article_publish_date,title,topic_desc,country_desc
819436,27/06/2019,Labouring outside the law: Migrant workers and the protective reach of Australian law,Employment and HR,Australia
819418,27/06/2019,Vegan activism – sometimes more harm than help,Real Estate and Construction,Australia
819402,27/06/2019,The plausibility threshold of patent specification remains low in Australia,Intellectual Property,Australia
819348,27/06/2019,Ensuring Compliance With Employee Share Scheme Obligations In Australia,Corporate/Commercial Law,Australia
819404,27/06/2019,Across the board: Non-executive directors - Part 1,Corporate/Commercial Law,Australia
819416,27/06/2019,Australian Financial Services Royal Commission: Developments Since The Final Report,Finance and Banking,Australia
820390,29/06/2019,E-Alert:  Employment & WHS – Changes to important employment related financial thresholds 2019,Employment and HR,Australia
820392,29/06/2019,Equator Principles - for project-related corporate loans - Version 4 released for public comment,Finance and Banking,Australia
820370,29/06/2019,Do I have a permanent place of abode outside Australia?,Tax,Australia
820372,29/06/2019,Executive liability in the infrastructure industry: what you need to know,Real Estate and Construction,Australia
820374,29/06/2019,Award wage increases announced across the country – have you updated your employee contracts?,Employment and HR,Australia
820376,29/06/2019,Employment law changes for the 2019-20 new financial year,Employment and HR,Australia
820378,29/06/2019,Out of work employee conduct vs internal codes of conduct: The cases of Israel Folau and Jack de Belin,Employment and HR,Australia
820382,29/06/2019,Careful case preparation may help avoid indemnity clause costs,"Litigation, Mediation & Arbitration",Australia
820384,29/06/2019,Section 39 Workers Compensation Act 1987 (NSW) – are wages back paid from the date of cessation or reinstated from the date WPI is determined?,Employment and HR,Australia
820388,29/06/2019,Offensive language within the workplace: When does it cross the line?,Employment and HR,Australia
820396,29/06/2019,Trade mark protection in New Zealand,Intellectual Property,Australia
820398,29/06/2019,Enhanced whistleblower protections: What does it mean for your company?,Employment and HR,Australia
820380,30/06/2019,NSW construction industry - the perspective of an expert (part 4 of 6),Real Estate and Construction,Australia
820394,30/06/2019,The current state of play in the Israel Folau case,Employment and HR,Australia
820506,01/07/2019,Minimum wage rises effective 1 July 2019,Employment and HR,Australia
820610,01/07/2019,"Inside track: Planning, Environment & Sustainability - In the media, in practice and courts, cases & legislation",Real Estate and Construction,Australia
820614,01/07/2019,"Inside track: Work Health & Safety - In the media, reports, cases and legislation",Employment and HR,Australia
820400,01/07/2019,Property exposures update - March quarter 2019,Real Estate and Construction,Australia
820516,01/07/2019,New financial year 2019-2020: Construction & Infrastructure,Real Estate and Construction,Australia
820522,01/07/2019,New financial year 2019-2020: Corporate & Commercial,Corporate/Commercial Law,Australia
820526,01/07/2019,New financial year 2019-2020: Procurement,"Government, Public Sector",Australia
820534,01/07/2019,New financial year 2019-2020: Workplace Relations & Safety,Employment and HR,Australia
820488,01/07/2019,Will proposed legislation on anti-phoenix reforms rise from its ashes?,Corporate/Commercial Law,Australia
820554,01/07/2019,NSW Government Bulletin: Mandatory privacy breach notification regime for NSW,Privacy,Australia
820560,01/07/2019,"NSW Government Bulletin: In the media, reports, cases and legislation","Government, Public Sector",Australia
820564,01/07/2019,Public comment sought on proposed overhaul of harmonised workplace laws,Employment and HR,Australia
820570,01/07/2019,"Victorian Government Bulletin: In the media, reports, cases and legislation","Government, Public Sector",Australia
820574,01/07/2019,"Queensland Government Bulletin: In the media, reports, cases and legislation","Government, Public Sector",Australia
820580,01/07/2019,A right to a hearing found to exist in Victorian compulsory acquisition procedure,Real Estate and Construction,Australia
820594,01/07/2019,"Shergold Weir Report, non-conforming building products and the future of certifiers",Real Estate and Construction,Australia
820606,01/07/2019,"Inside track: Healthcare: In the media, in practice and courts, and cases","Food, Drugs, Healthcare, Life Sciences",Australia
820914,02/07/2019,Should Australia adopt a Director Identification Number (DIN) requirement?,Corporate/Commercial Law,Australia
820984,02/07/2019,Value is in the eye of the beholder,"Litigation, Mediation & Arbitration",Australia
820890,02/07/2019,Gotcha! Surveillance ensures Telstra success in migraine claim,Employment and HR,Australia
820892,02/07/2019,Passive treatment a limited fix – but is it reasonable?,Employment and HR,Australia
820910,02/07/2019,Tribunal takes strict interpretation of reasonable administrative action,Employment and HR,Australia
820918,02/07/2019,Shareholder class actions: What is the loss?,"Litigation, Mediation & Arbitration",Australia
821000,02/07/2019,Trade mark use control requirements in a corporate group eased by recent Full Federal Court decision,Intellectual Property,Australia
821020,02/07/2019,Internet (almost) killed the video star: Federal Court grants orders to block ripping of music videos,Intellectual Property,Australia
821490,03/07/2019,Further guidance on tax residency of Australian expats,Tax,Australia
821496,03/07/2019,Product intervention power - regulatory action may be sooner than expected,Finance and Banking,Australia
821502,03/07/2019,Independent contractors and the super trap,Employment and HR,Australia
821516,03/07/2019,General Protections claims by employees – beware of personal liability,Employment and HR,Australia
821592,03/07/2019,Long term business survival,Corporate/Commercial Law,Australia
821606,03/07/2019,Case Note: Bauer Consumer Media Ltd v Evergreen Television Pty Ltd [2019] FCAFC 71,Intellectual Property,Australia
821552,03/07/2019,Defamation: A business can be liable for defamatory comments on its Facebook page,"Litigation, Mediation & Arbitration",Australia
821570,03/07/2019,End of financial year checklist,Corporate/Commercial Law,Australia
821608,03/07/2019,Getting your business ready for sale,Corporate/Commercial Law,Australia
822576,05/07/2019,Why Wendy Dents defamation loss is a win for #metoo,"Litigation, Mediation & Arbitration",Australia
822638,05/07/2019,Defamation and corporate Facebook pages – a company can be deemed the publisher of third-party troll comments,"Litigation, Mediation & Arbitration",Australia
822666,05/07/2019,Commercial contracts: when is there a binding lease agreement?,Real Estate and Construction,Australia
822582,05/07/2019,"Genes, genetic applications and patent eligibility: Australia continues to be a gene-patent friendly jurisdiction",Intellectual Property,Australia
822660,05/07/2019,AFR National Infrastructure Summit 2019,Real Estate and Construction,Australia
822668,05/07/2019,Know Your Rights - Pay cuts & genuine redundancy under Australian redundancy laws,Employment and HR,Australia
822672,05/07/2019,Careful case preparation may help avoid indemnity costs,"Litigation, Mediation & Arbitration",Australia
821836,05/07/2019,The Enhanced Whistleblower Regime,Employment and HR,Australia
823096,06/07/2019,Open banking around the world: A global comparative guide,Finance and Banking,Australia
823074,06/07/2019,Fed Court decides that Tribunal reasons fall short,Employment and HR,Australia
823076,06/07/2019,Personal choice not a reasonable excuse to refuse a return to work at NAB,Employment and HR,Australia
823078,06/07/2019,Do your rehab – Tribunal does not accept workers pain complaints,Employment and HR,Australia
823080,06/07/2019,Tips and facts before meeting a personal injury lawyer,"Litigation, Mediation & Arbitration",Australia
823082,06/07/2019,Small and large proprietary companies redefined,Corporate/Commercial Law,Australia
823084,06/07/2019,Legal liability for combustible cladding: have you assessed your risk?,Real Estate and Construction,Australia
823088,06/07/2019,Employment Law Update,Employment and HR,Australia
823094,06/07/2019,"Increase to high income threshold, compensation cap and rates of pay from 1 July 2019",Employment and HR,Australia
823092,07/07/2019,Financial services monthly wrap up,Finance and Banking,Australia
823102,07/07/2019,Workplace Surveillance Act 2005 (NSW) Admissibility of evidence unlawfully obtained - latest developments,Employment and HR,Australia
823104,07/07/2019,Do I have to pay compulsory superannuation on overtime amounts?,Employment and HR,Australia
